  0.104368E-04  0.716336E+07  0.716336E+07  0.954953E+07  0.954948E+07  0.716833E+07  0.716335E+07  0.976670E+00  0.716338E+07
  0.115244E-04  0.716335E+07  0.716335E+07  0.954918E+07  0.954911E+07  0.716832E+07  0.716335E+07  0.976670E+00  0.716337E+07
  0.127253E-04  0.716335E+07  0.716335E+07  0.954874E+07  0.954866E+07  0.716831E+07  0.716335E+07  0.976670E+00  0.716337E+07
  0.140513E-04  0.716335E+07  0.716335E+07  0.954822E+07  0.954812E+07  0.716830E+07  0.716335E+07  0.976670E+00  0.716337E+07
  0.155156E-04  0.716335E+07  0.716335E+07  0.954757E+07  0.954745E+07  0.716829E+07  0.716335E+07  0.976670E+00  0.716337E+07
  0.171324E-04  0.716334E+07  0.716334E+07  0.954679E+07  0.954664E+07  0.716827E+07  0.716334E+07  0.976670E+00  0.716336E+07
  0.189177E-04  0.716334E+07  0.716334E+07  0.954583E+07  0.954565E+07  0.716825E+07  0.716334E+07  0.976670E+00  0.716336E+07
  0.208891E-04  0.716333E+07  0.716333E+07  0.954467E+07  0.954444E+07  0.716822E+07  0.716333E+07  0.976670E+00  0.716335E+07
  0.230659E-04  0.716333E+07  0.716333E+07  0.954325E+07  0.954297E+07  0.716819E+07  0.716333E+07  0.976669E+00  0.716335E+07
  0.254695E-04  0.716332E+07  0.716332E+07  0.954151E+07  0.954118E+07  0.716815E+07  0.716332E+07  0.976669E+00  0.716334E+07
  0.281236E-04  0.716331E+07  0.716331E+07  0.953940E+07  0.953900E+07  0.716810E+07  0.716331E+07  0.976669E+00  0.716333E+07
  0.310542E-04  0.716330E+07  0.716330E+07  0.953683E+07  0.953634E+07  0.716805E+07  0.716330E+07  0.976668E+00  0.716332E+07
  0.342903E-04  0.716328E+07  0.716328E+07  0.953369E+07  0.953309E+07  0.716798E+07  0.716328E+07  0.976668E+00  0.716330E+07
  0.378636E-04  0.716327E+07  0.716326E+07  0.952986E+07  0.952913E+07  0.716789E+07  0.716326E+07  0.976667E+00  0.716328E+07
  0.418092E-04  0.716324E+07  0.716324E+07  0.952520E+07  0.952431E+07  0.716779E+07  0.716324E+07  0.976667E+00  0.716326E+07
  0.461660E-04  0.716322E+07  0.716321E+07  0.951952E+07  0.951844E+07  0.716766E+07  0.716322E+07  0.976666E+00  0.716324E+07
  0.509768E-04  0.716319E+07  0.716318E+07  0.951260E+07  0.951128E+07  0.716751E+07  0.716319E+07  0.976665E+00  0.716320E+07
  0.562890E-04  0.716315E+07  0.716314E+07  0.950417E+07  0.950255E+07  0.716732E+07  0.716315E+07  0.976663E+00  0.716316E+07
  0.621547E-04  0.716310E+07  0.716309E+07  0.949390E+07  0.949193E+07  0.716709E+07  0.716310E+07  0.976662E+00  0.716312E+07
  0.686316E-04  0.716304E+07  0.716303E+07  0.948138E+07  0.947899E+07  0.716681E+07  0.716304E+07  0.976660E+00  0.716306E+07
  0.757835E-04  0.716297E+07  0.716296E+07  0.946615E+07  0.946324E+07  0.716647E+07  0.716297E+07  0.976657E+00  0.716299E+07
  0.836806E-04  0.716289E+07  0.716287E+07  0.944761E+07  0.944406E+07  0.716605E+07  0.716289E+07  0.976655E+00  0.716290E+07
  0.924007E-04  0.716278E+07  0.716277E+07  0.942505E+07  0.942073E+07  0.716555E+07  0.716278E+07  0.976651E+00  0.716279E+07
  0.102029E-03  0.716266E+07  0.716264E+07  0.939761E+07  0.939236E+07  0.716493E+07  0.716266E+07  0.976647E+00  0.716266E+07
